Batch_ID,Warehouse_ID,Location,Commodity,Category,Quantity_MT,Entry_Date,Shelf_Life_Days,Expiry_Date,Days_Until_Expiry,Status
B_4206,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,218,2025-10-28,730,2027-10-28,702,HEALTHY
B_4207,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,61,2025-04-28,730,2027-04-28,519,HEALTHY
B_4208,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,246,2025-03-29,365,2026-03-29,124,HEALTHY
B_4209,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,221,2025-08-24,120,2025-12-22,27,WARNING: Sell Soon
B_4210,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,467,2025-10-21,730,2027-10-21,695,HEALTHY
B_4211,WH_KA_01,"Kolar, Karnataka",Rice,Grains,378,2025-10-19,730,2027-10-19,693,HEALTHY
B_4212,WH_TN_01,"Chennai, Tamil Nadu",Mustard Oil,Oils,132,2025-09-23,365,2026-09-23,302,HEALTHY
B_4213,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,218,2025-11-12,1000,2028-08-08,987,HEALTHY
B_4214,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,257,2025-10-03,730,2027-10-03,677,HEALTHY
B_4215,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,99,2025-01-13,730,2027-01-13,414,HEALTHY
B_4216,WH_UP_01,"Agra, Uttar Pradesh",Tomato,Vegetable,218,2025-03-12,15,2025-03-27,-243,EXPIRED (Loss)
B_4217,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,165,2025-08-04,60,2025-10-03,-53,EXPIRED (Loss)
B_4218,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,498,2025-08-27,365,2026-08-27,275,HEALTHY
B_4219,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,195,2025-07-01,730,2027-07-01,583,HEALTHY
B_4220,WH_UP_01,"Agra, Uttar Pradesh",Sunflower Oil,Oils,10,2025-06-03,365,2026-06-03,190,HEALTHY
B_4221,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,393,2025-03-18,365,2026-03-18,113,HEALTHY
B_4222,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,430,2025-08-10,365,2026-08-10,258,HEALTHY
B_4223,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,176,2025-01-07,730,2027-01-07,408,HEALTHY
B_4224,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,227,2025-10-22,730,2027-10-22,696,HEALTHY
B_4225,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,57,2025-03-21,120,2025-07-19,-129,EXPIRED (Loss)
B_4226,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,408,2025-05-11,365,2026-05-11,167,HEALTHY
B_4227,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,223,2024-12-08,730,2026-12-08,378,HEALTHY
B_4228,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,128,2025-08-21,120,2025-12-19,24,WARNING: Sell Soon
B_4229,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,394,2025-02-21,730,2027-02-21,453,HEALTHY
B_4230,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,218,2025-04-21,365,2026-04-21,147,HEALTHY
B_4231,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,412,2025-05-22,730,2027-05-22,543,HEALTHY
B_4232,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,463,2025-03-24,365,2026-03-24,119,HEALTHY
B_4233,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,477,2025-09-18,365,2026-09-18,297,HEALTHY
B_4234,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,273,2025-04-22,365,2026-04-22,148,HEALTHY
B_4235,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,160,2025-02-08,730,2027-02-08,440,HEALTHY
B_4236,WH_DL_01,"Najafgarh, Delhi",Salt,Others,260,2025-08-14,1000,2028-05-10,897,HEALTHY
B_4237,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,46,2025-02-04,730,2027-02-04,436,HEALTHY
B_4238,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,238,2025-03-15,365,2026-03-15,110,HEALTHY
B_4239,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,186,2025-06-29,365,2026-06-29,216,HEALTHY
B_4240,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,429,2025-11-09,365,2026-11-09,349,HEALTHY
B_4241,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,418,2024-12-18,730,2026-12-18,388,HEALTHY
B_4242,WH_UP_01,"Agra, Uttar Pradesh",Salt,Others,26,2025-03-08,1000,2027-12-03,738,HEALTHY
B_4243,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,153,2025-03-10,365,2026-03-10,105,HEALTHY
B_4244,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,385,2025-01-25,730,2027-01-25,426,HEALTHY
B_4245,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,221,2025-03-31,730,2027-03-31,491,HEALTHY
B_4246,WH_KA_01,"Kolar, Karnataka",Urad Dal,Pulses,356,2025-06-28,365,2026-06-28,215,HEALTHY
B_4247,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,404,2024-11-25,365,2025-11-25,0,WARNING: Sell Soon
B_4248,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,329,2025-08-24,120,2025-12-22,27,WARNING: Sell Soon
B_4249,WH_AP_01,"Guntur, Andhra Pradesh",Sunflower Oil,Oils,270,2025-06-04,365,2026-06-04,191,HEALTHY
B_4250,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,78,2025-05-14,365,2026-05-14,170,HEALTHY
B_4251,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,77,2025-07-03,730,2027-07-03,585,HEALTHY
B_4252,WH_DL_01,"Najafgarh, Delhi",Sunflower Oil,Oils,189,2024-11-29,365,2025-11-29,4,WARNING: Sell Soon
B_4253,WH_KA_01,"Kolar, Karnataka",Rice,Grains,212,2025-10-04,730,2027-10-04,678,HEALTHY
B_4254,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,365,2025-05-05,730,2027-05-05,526,HEALTHY
B_4255,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,451,2024-12-08,730,2026-12-08,378,HEALTHY
B_4256,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,148,2025-08-25,365,2026-08-25,273,HEALTHY
B_4257,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,29,2025-05-12,1000,2028-02-06,803,HEALTHY
B_4258,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,88,2025-10-28,60,2025-12-27,32,HEALTHY
B_4259,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,330,2025-02-03,730,2027-02-03,435,HEALTHY
B_4260,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,358,2025-09-24,365,2026-09-24,303,HEALTHY
B_4261,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,226,2025-11-06,730,2027-11-06,711,HEALTHY
B_4262,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,217,2025-04-30,1000,2028-01-25,791,HEALTHY
B_4263,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,227,2025-04-10,365,2026-04-10,136,HEALTHY
B_4264,WH_KA_01,"Kolar, Karnataka",Rice,Grains,156,2025-01-29,730,2027-01-29,430,HEALTHY
B_4265,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,355,2025-05-09,730,2027-05-09,530,HEALTHY
B_4266,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,274,2025-02-01,120,2025-06-01,-177,EXPIRED (Loss)
B_4267,WH_MH_02,"Latur, Maharashtra",Masur Dal,Pulses,122,2025-03-07,365,2026-03-07,102,HEALTHY
B_4268,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,367,2024-12-09,60,2025-02-07,-291,EXPIRED (Loss)
B_4269,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,394,2025-05-09,365,2026-05-09,165,HEALTHY
B_4270,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,469,2024-11-23,730,2026-11-23,363,HEALTHY
B_4271,WH_WB_01,"Hooghly, West Bengal",Tur Dal,Pulses,307,2025-02-08,365,2026-02-08,75,HEALTHY
B_4272,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,73,2025-05-13,365,2026-05-13,169,HEALTHY
B_4273,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,459,2025-04-23,730,2027-04-23,514,HEALTHY
B_4274,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,158,2025-02-26,730,2027-02-26,458,HEALTHY
B_4275,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,83,2024-12-04,120,2025-04-03,-236,EXPIRED (Loss)
B_4276,WH_KA_01,"Kolar, Karnataka",Rice,Grains,469,2025-08-27,730,2027-08-27,640,HEALTHY
B_4277,WH_UP_01,"Agra, Uttar Pradesh",Urad Dal,Pulses,79,2025-07-11,365,2026-07-11,228,HEALTHY
B_4278,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,204,2025-10-19,365,2026-10-19,328,HEALTHY
B_4279,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,164,2025-03-08,120,2025-07-06,-142,EXPIRED (Loss)
B_4280,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,403,2025-06-09,120,2025-10-07,-49,EXPIRED (Loss)
B_4281,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,327,2025-03-31,730,2027-03-31,491,HEALTHY
B_4282,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,353,2025-04-14,730,2027-04-14,505,HEALTHY
B_4283,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,360,2025-05-21,730,2027-05-21,542,HEALTHY
B_4284,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,50,2025-06-03,365,2026-06-03,190,HEALTHY
B_4285,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,275,2025-02-10,730,2027-02-10,442,HEALTHY
B_4286,WH_AP_01,"Guntur, Andhra Pradesh",Tur Dal,Pulses,430,2025-09-23,365,2026-09-23,302,HEALTHY
B_4287,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,175,2025-01-04,730,2027-01-04,405,HEALTHY
B_4288,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,292,2025-09-14,365,2026-09-14,293,HEALTHY
B_4289,WH_AP_01,"Guntur, Andhra Pradesh",Salt,Others,213,2025-09-22,1000,2028-06-18,936,HEALTHY
B_4290,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,435,2024-12-21,730,2026-12-21,391,HEALTHY
B_4291,WH_MP_01,"Indore, Madhya Pradesh",Salt,Others,307,2025-08-15,1000,2028-05-11,898,HEALTHY
B_4292,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,291,2025-09-14,120,2026-01-12,48,HEALTHY
B_4293,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,40,2025-06-22,730,2027-06-22,574,HEALTHY
B_4294,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,490,2025-06-01,730,2027-06-01,553,HEALTHY
B_4295,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,291,2025-03-31,120,2025-07-29,-119,EXPIRED (Loss)
B_4296,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,195,2025-03-21,730,2027-03-21,481,HEALTHY
B_4297,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,203,2025-06-08,60,2025-08-07,-110,EXPIRED (Loss)
B_4298,WH_MH_02,"Latur, Maharashtra",Onion,Vegetable,82,2025-07-14,60,2025-09-12,-74,EXPIRED (Loss)
B_4299,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,451,2024-12-12,730,2026-12-12,382,HEALTHY
B_4300,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,306,2025-07-24,730,2027-07-24,606,HEALTHY
B_4301,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,123,2025-06-06,730,2027-06-06,558,HEALTHY
B_4302,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,486,2025-02-15,120,2025-06-15,-163,EXPIRED (Loss)
B_4303,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,361,2025-07-25,730,2027-07-25,607,HEALTHY
B_4304,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,82,2025-06-07,730,2027-06-07,559,HEALTHY
B_4305,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,90,2025-06-06,730,2027-06-06,558,HEALTHY
B_4306,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,479,2025-08-06,365,2026-08-06,254,HEALTHY
B_4307,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,283,2025-03-09,730,2027-03-09,469,HEALTHY
B_4308,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,489,2025-03-01,365,2026-03-01,96,HEALTHY
B_4309,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,248,2025-09-29,730,2027-09-29,673,HEALTHY
B_4310,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,83,2025-01-02,730,2027-01-02,403,HEALTHY
B_4311,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,101,2025-04-05,15,2025-04-20,-219,EXPIRED (Loss)
B_4312,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,250,2025-11-11,120,2026-03-11,106,HEALTHY
B_4313,WH_MP_01,"Indore, Madhya Pradesh",Mustard Oil,Oils,128,2025-04-17,365,2026-04-17,143,HEALTHY
B_4314,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,391,2025-03-26,730,2027-03-26,486,HEALTHY
B_4315,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,241,2025-10-13,15,2025-10-28,-28,EXPIRED (Loss)
B_4316,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,182,2024-12-22,365,2025-12-22,27,WARNING: Sell Soon
B_4317,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,388,2025-10-11,730,2027-10-11,685,HEALTHY
B_4318,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,406,2024-12-22,365,2025-12-22,27,WARNING: Sell Soon
B_4319,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,108,2025-05-20,365,2026-05-20,176,HEALTHY
B_4320,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,395,2025-01-04,120,2025-05-04,-205,EXPIRED (Loss)
B_4321,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,235,2025-03-15,730,2027-03-15,475,HEALTHY
B_4322,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,105,2025-09-24,730,2027-09-24,668,HEALTHY
B_4323,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,103,2025-11-14,365,2026-11-14,354,HEALTHY
B_4324,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,92,2025-05-10,365,2026-05-10,166,HEALTHY
B_4325,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,312,2025-07-08,365,2026-07-08,225,HEALTHY
B_4326,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,416,2025-11-01,120,2026-03-01,96,HEALTHY
B_4327,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,448,2025-02-17,1000,2027-11-14,719,HEALTHY
B_4328,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,165,2025-10-22,730,2027-10-22,696,HEALTHY
B_4329,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,317,2025-02-27,365,2026-02-27,94,HEALTHY
B_4330,WH_PB_01,"Ludhiana, Punjab",Moong Dal,Pulses,145,2025-08-06,365,2026-08-06,254,HEALTHY
B_4331,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,308,2025-05-22,730,2027-05-22,543,HEALTHY
B_4332,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,128,2025-03-16,365,2026-03-16,111,HEALTHY
B_4333,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,307,2025-01-01,730,2027-01-01,402,HEALTHY
B_4334,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,424,2025-04-29,730,2027-04-29,520,HEALTHY
B_4335,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,233,2025-01-28,365,2026-01-28,64,HEALTHY
B_4336,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,110,2025-05-16,365,2026-05-16,172,HEALTHY
B_4337,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,467,2025-05-01,730,2027-05-01,522,HEALTHY
B_4338,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,154,2025-10-18,365,2026-10-18,327,HEALTHY
B_4339,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,355,2025-10-21,730,2027-10-21,695,HEALTHY
B_4340,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,174,2025-10-27,120,2026-02-24,91,HEALTHY
B_4341,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,485,2025-04-02,120,2025-07-31,-117,EXPIRED (Loss)
B_4342,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,133,2025-06-28,365,2026-06-28,215,HEALTHY
B_4343,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,466,2025-10-16,730,2027-10-16,690,HEALTHY
B_4344,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,402,2024-12-21,365,2025-12-21,26,WARNING: Sell Soon
B_4345,WH_PB_01,"Ludhiana, Punjab",Masur Dal,Pulses,178,2025-10-30,365,2026-10-30,339,HEALTHY
B_4346,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,468,2025-08-15,120,2025-12-13,18,WARNING: Sell Soon
B_4347,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,277,2025-04-27,730,2027-04-27,518,HEALTHY
B_4348,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,24,2025-08-25,730,2027-08-25,638,HEALTHY
B_4349,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,460,2024-12-29,120,2025-04-28,-211,EXPIRED (Loss)
B_4350,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,386,2025-10-24,365,2026-10-24,333,HEALTHY
B_4351,WH_KA_01,"Kolar, Karnataka",Sunflower Oil,Oils,482,2025-04-30,365,2026-04-30,156,HEALTHY
B_4352,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,190,2024-11-11,365,2025-11-11,-14,EXPIRED (Loss)
B_4353,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,251,2025-06-03,730,2027-06-03,555,HEALTHY
B_4354,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,266,2025-06-06,730,2027-06-06,558,HEALTHY
B_4355,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,399,2025-05-27,730,2027-05-27,548,HEALTHY
B_4356,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,334,2025-07-24,730,2027-07-24,606,HEALTHY
B_4357,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,470,2025-07-26,730,2027-07-26,608,HEALTHY
B_4358,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,404,2025-06-26,120,2025-10-24,-32,EXPIRED (Loss)
B_4359,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,442,2025-10-19,365,2026-10-19,328,HEALTHY
B_4360,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,404,2025-04-05,730,2027-04-05,496,HEALTHY
B_4361,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,439,2025-10-21,365,2026-10-21,330,HEALTHY
B_4362,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,48,2025-08-12,365,2026-08-12,260,HEALTHY
B_4363,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,400,2025-08-30,365,2026-08-30,278,HEALTHY
B_4364,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,155,2025-10-25,730,2027-10-25,699,HEALTHY
B_4365,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,323,2025-05-31,365,2026-05-31,187,HEALTHY
B_4366,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,393,2025-08-17,120,2025-12-15,20,WARNING: Sell Soon
B_4367,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,487,2025-04-14,730,2027-04-14,505,HEALTHY
B_4368,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,497,2025-01-11,120,2025-05-11,-198,EXPIRED (Loss)
B_4369,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,58,2025-07-06,120,2025-11-03,-22,EXPIRED (Loss)
B_4370,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,318,2025-11-05,120,2026-03-05,100,HEALTHY
B_4371,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,133,2025-04-07,365,2026-04-07,133,HEALTHY
B_4372,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,62,2025-03-23,730,2027-03-23,483,HEALTHY
B_4373,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,201,2025-08-31,730,2027-08-31,644,HEALTHY
B_4374,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,172,2025-03-10,365,2026-03-10,105,HEALTHY
B_4375,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,361,2025-09-13,120,2026-01-11,47,HEALTHY
B_4376,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,236,2024-12-22,120,2025-04-21,-218,EXPIRED (Loss)
B_4377,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,256,2024-12-11,365,2025-12-11,16,WARNING: Sell Soon
B_4378,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,213,2025-05-22,365,2026-05-22,178,HEALTHY
B_4379,WH_PB_01,"Ludhiana, Punjab",Onion,Vegetable,475,2025-01-20,60,2025-03-21,-249,EXPIRED (Loss)
B_4380,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,338,2025-02-01,730,2027-02-01,433,HEALTHY
B_4381,WH_DL_01,"Najafgarh, Delhi",Salt,Others,166,2025-01-24,1000,2027-10-21,695,HEALTHY
B_4382,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,252,2025-04-01,365,2026-04-01,127,HEALTHY
B_4383,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,91,2025-05-30,730,2027-05-30,551,HEALTHY
B_4384,WH_KA_01,"Kolar, Karnataka",Rice,Grains,201,2024-11-30,730,2026-11-30,370,HEALTHY
B_4385,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,44,2025-06-01,365,2026-06-01,188,HEALTHY
B_4386,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,102,2025-09-14,730,2027-09-14,658,HEALTHY
B_4387,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,324,2025-05-15,730,2027-05-15,536,HEALTHY
B_4388,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,259,2025-02-27,730,2027-02-27,459,HEALTHY
B_4389,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,474,2025-10-07,730,2027-10-07,681,HEALTHY
B_4390,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,405,2025-04-17,730,2027-04-17,508,HEALTHY
B_4391,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,261,2025-02-28,120,2025-06-28,-150,EXPIRED (Loss)
B_4392,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,211,2025-08-12,730,2027-08-12,625,HEALTHY
B_4393,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,196,2025-03-28,120,2025-07-26,-122,EXPIRED (Loss)
B_4394,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,73,2025-04-17,365,2026-04-17,143,HEALTHY
B_4395,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,448,2025-03-13,730,2027-03-13,473,HEALTHY
B_4396,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,40,2025-04-13,365,2026-04-13,139,HEALTHY
B_4397,WH_MH_01,"Nashik, Maharashtra",Wheat,Grains,456,2025-06-08,730,2027-06-08,560,HEALTHY
B_4398,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,189,2025-01-20,730,2027-01-20,421,HEALTHY
B_4399,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,367,2024-12-31,120,2025-04-30,-209,EXPIRED (Loss)
B_4400,WH_UP_01,"Agra, Uttar Pradesh",Tur Dal,Pulses,65,2025-06-12,365,2026-06-12,199,HEALTHY
B_4401,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,438,2025-11-24,365,2026-11-24,364,HEALTHY
B_4402,WH_MH_02,"Latur, Maharashtra",Salt,Others,176,2024-12-05,1000,2027-09-01,645,HEALTHY
B_4403,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,447,2025-04-05,60,2025-06-04,-174,EXPIRED (Loss)
B_4404,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,12,2025-06-27,365,2026-06-27,214,HEALTHY
B_4405,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,20,2025-07-10,730,2027-07-10,592,HEALTHY
B_4406,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,34,2025-10-24,365,2026-10-24,333,HEALTHY
B_4407,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,298,2025-03-27,365,2026-03-27,122,HEALTHY
B_4408,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,428,2025-08-13,120,2025-12-11,16,WARNING: Sell Soon
B_4409,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,91,2025-10-20,730,2027-10-20,694,HEALTHY
B_4410,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,24,2025-01-10,730,2027-01-10,411,HEALTHY
B_4411,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,385,2025-02-18,120,2025-06-18,-160,EXPIRED (Loss)
B_4412,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,148,2024-11-14,730,2026-11-14,354,HEALTHY
B_4413,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,496,2025-05-24,365,2026-05-24,180,HEALTHY
B_4414,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,220,2025-06-06,365,2026-06-06,193,HEALTHY
B_4415,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,21,2025-02-08,365,2026-02-08,75,HEALTHY
B_4416,WH_AP_01,"Guntur, Andhra Pradesh",Salt,Others,148,2025-09-08,1000,2028-06-04,922,HEALTHY
B_4417,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,428,2024-11-16,60,2025-01-15,-314,EXPIRED (Loss)
B_4418,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,415,2025-05-31,730,2027-05-31,552,HEALTHY
B_4419,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,499,2025-03-01,120,2025-06-29,-149,EXPIRED (Loss)
